game,console,Publisher,Release Year,Release Month,Release Day,Total Shipped,NA Sales,PAL Sales,Japan Sales,Other Sales,NS,PS4,XBOX ONE,PC,Genre(s),VGChartz Score,Metacritic(Critic),Metacritic(User),4Players,Destructoid,Edge,EGM,Game Informer,GameRevolution,GameSpot,GamesRadar+,IGN,Famitsu,Famitsu*5/2,Introduction
Lego Star Wars: The Force Awakens,XBOX ONE,Warner Bros. Interactive Entertainment,2016,6,28,500000,240000,220000,N/A,40000,0,1,1,1,"Action Adventure, General",N/A,76,69,83,70,N/A,N/A,85,N/A,70,N/A,90,N/A,#VALUE!,"Lego Star Wars: The Force Awakens is a Lego-themed action-adventure video game developed by TT Fusion, based on the 2015 film Star Wars: The Force Awakens. It is the fifth entry in TT Games' Lego Star Wars series of video games. Under license from Lucasfilm, the game was released by Warner Bros.New systems were introduced including Multi-Builds which grant players access to various building options. These options can be destroyed and rebuilt in certain brick-building sections of the game, allowing for new path to be opened within the game's world."
Mad Max (2013),XBOX ONE,Warner Bros. Interactive Entertainment,2015,9,1,500000,290000,160000,N/A,50000,0,1,1,1,"General, Action, Action Adventure, Open-World",N/A,72,77,76,70,N/A,N/A,75,N/A,60,80,84,N/A,#VALUE!,"Mad Max is an action-adventure video game based on the Mad Max franchise. Developed by Avalanche Studios and published by Warner Bros.In the game, players control Max Rockatansky as he progresses through the wasteland building a vehicle, the ""Magnum Opus"", to do battle with a gang of raiders, led by Scabrous Scrotus, and to reach the storied ""Plains of Silence"", where he hopes to find peace. Mad Max emphasizes vehicular combat, in which players can use weapon and armor upgrades on their car to fight enemies. It is set in an open post-apocalyptic wasteland consisting of deserts, canyons, and caves."
LEGO Marvel's Avengers,XBOX ONE,Warner Bros. Interactive Entertainment,2016,1,26,480000,260000,180000,N/A,40000,0,1,1,1,"Action Adventure, General",N/A,71,59,82,60,N/A,N/A,77.5,N/A,70,N/A,67,N/A,#VALUE!,"Lego Marvel's Avengers is a Lego-themed action-adventure video game developed by Traveller's Tales and published by Warner Bros. Interactive Entertainment.The game features characters from the Marvel Cinematic Universe as well as characters from comic books. Characters include Iron Man, Captain America, Hulk, Black Widow, Hawkeye, Scarlet Witch, Quicksilver, Thor, Ultron, Loki, Winter Soldier, Falcon, Vision, and War Machine, as well as some lesser known characters such as Devil Dinosaur and Fin Fang Foom."
WWE 2K19,XBOX ONE,2K Sports,2018,10,9,480000,300000,140000,N/A,40000,0,1,1,1,"Sports, Individual, Combat, Wrestling",N/A,77,54,74,70,N/A,N/A,N/A,70,70,80,73,N/A,#VALUE!,"WWE 2K19 is a professional wrestling video game developed by Yuke's and published by 2K Sports. It is the twentieth game made in the WWE game series (sixth under the WWE 2K banner), and the successor to WWE 2K18. WWE 2K19 features many different returning and new game modes, including the 2K Showcase Mode, focusing on the career of Daniel Bryan. This is the first Showcase to be featured in the series since WWE 2K17's Hall of Fame Showcase DLC. Players take control of 11 different unique models of Daniel Bryan, in 11 matches, including his Velocity match against John Cena."
Zoo Tycoon (2013),XBOX ONE,Microsoft Studios,2013,11,22,480000,250000,180000,N/A,40000,0,0,1,1,"Tycoon, Strategy, Management",N/A,68,32,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55,N/A,#VALUE!,"Zoo Tycoon is a business simulation video game developed by Frontier Developments and published by Microsoft Studios.The Xbox One version features both a 15-hour story campaign mode, the traditional freeform mode (infinite money), and challenge modes (short tasks lasting about 15 minutes). In addition, there are also real-time events and challenges that match real-world events. Microsoft will donate to animal charities for completion of community events.For example, the recent Rhino killings in Nairobi park – we could set a community based achievement asking players to save 10,000 rhinos, and when unlocked, money would be given to the park or a related charity."
Steep,XBOX ONE,Ubisoft,2016,12,2,480000,240000,200000,N/A,40000,0,1,1,1,"Sports, Individual",N/A,72,65,82,60,70,60,85,80,70,70,79,N/A,#VALUE!,"Steep is a sports video game developed by Ubisoft Annecy and published by Ubisoft. It was released worldwide on 2 December 2016 for Microsoft Windows, PlayStation 4 and Xbox One. Players can participate in several winter and extreme sports disciplines, namely skiing, snowboarding, paragliding and wingsuit flying. With later downloadable content, mountains in Alaska, Japan and Korea were also included in the game and rocket-powered wingsuit flying, sledding, basejumping, and speed riding were incorporated as additional sports. Furthermore, two of the game's expansions allowed the player to take part in the Winter X Games and the 2018 Winter Olympics. "
Thief,XBOX ONE,Square Enix	,2014,2,25,480000,260000,170000,N/A,40000,0,1,1,1,"Fantasy, Action Adventure, General",N/A,69,60,59,75,70,35,80,N/A,60,70,68,N/A,#VALUE!,"Thief is a stealth video game developed by Eidos-Montréal and published by Square Enix's European subsidiary in February 2014.The game is set in 'The City', a dark fantasy world inspired by Victorian, Gothic, gaslight fantasy and steampunk aesthetics. Players control Garrett, a master thief who embarks on several missions focusing on stealing from the rich. Players may approach levels in a variety of different ways; players can choose the action oriented and lethal approach, where players will disable or kill enemies on their way to their destination, using knives and takedowns, or opt for the non-lethal stealthy approach, where players minimize interaction with NPCs and the environment in order to avoid detection. Players also may choose which path to take to their destination, as each location contains several branching paths."
Just Dance 2014,XBOX ONE,Ubisoft,2013,11,22,480000,310000,120000,N/A,40000,0,1,1,0,"Action, Rhythm, Dancing",N/A,71,70,82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75,N/A,#VALUE!,"Just Dance 2014 is a dance video game developed by Ubisoft Paris.Players must mimic the routine of an on-screen dancer to a chosen song, scoring points based on their accuracy.Selected songs now feature ""On Stage"" modes—routines in which one player dances in a lead role while others perform as backup dancers.Online multiplayer was added by means of a ghost data system, as well a new mode known as ""World Dance Floor""—in which players compete against others simultaneously on the same song in a massively multiplayer setting. Players can join in at any time, compare their performance against other players during and after each song, and increase their level by playing more often. "
EA Sports UFC,XBOX ONE,Electronic Arts	,2014,6,17,480000,300000,130000,N/A,40000,0,1,1,0,"General, Sports, Individual, Combat",N/A,70,62,79,70,N/A,90,80,80,50,70,68,N/A,#VALUE!,"EA Sports UFC is a mixed martial arts fighting video game developed in a collaboration between EA Canada and SkyBox Labs, and published by EA Sports.Its artificial intelligence accommodates for changes in player strategies mid-game to make the gaming experience more realistic than in previous UFC games. The game also simulates ""full body deformation"" to connect players with their player-character. The Ultimate Fighter is featured at the start of Career Mode. Also included are perks unlocked throughout career to boost game-plans."
BioShock: The Collection,XBOX ONE,2K Games,2016,9,13,480000,350000,80000,N/A,50000,1,1,1,1,"Action, Miscellaneous, Shooter, Compilation, First-Person, Arcade",N/A,84,87,N/A,N/A,N/A,N/A,N/A,80,N/A,N/A,82,N/A,#VALUE!,"BioShock: The Collection is a compilation of the BioShock video games, developed by Blind Squirrel Games and published by 2K Games. The collection features upgraded versions of BioShock, BioShock 2, and BioShock Infinite, with new textures and support for higher resolution displays and framerates.The games are first-person shooters, with a focus on story and character customization.Players wield guns and superpower-granting genetic modifications called Plasmids."
Disney Infinity 3.0,XBOX ONE,Disney Interactive Studios,2015,8,30,460000,300000,120000,N/A,40000,0,1,1,1,"Action Adventure, General",N/A,78,58,82,N/A,N/A,N/A,85,N/A,80,N/A,89,N/A,#VALUE!,"Disney Infinity 3.0 is an action-adventure sandbox video game published by Disney Interactive Studios.The game's combat system is influenced by the Star Wars: The Force Unleashed and its sequel, Kingdom Hearts and most of the Spider-Man's aerial combat-themed video game series (except Ultimate Spider-Man).Lightsabers have been integrated into combat, due to the inclusion of Star Wars characters. Characters who use lightsabers in combat can utilize additional weapons. For instance, playable character Luke Skywalker has the ability to use a blaster and a lightsaber, which used together can juggle enemies in the air."
State of Decay 2,XBOX ONE,Microsoft Studios,2018,5,22,460000,270000,140000,N/A,40000,0,0,1,1,"Action Adventure, Open-World",70,66,55,82,80,N/A,75,65,60,50,70,75,N/A,#VALUE!,"State of Decay 2 is an open world zombie survival video game developed by Undead Labs and published by Xbox Game Studios. It is a sequel to the 2013 video game State of Decay.Emphasising on scavenging for items, in which gameplay is experienced from a third-person view. The game is set in an open world environment and features cooperative gameplay with up to three other players."
Prey (2017),XBOX ONE,Bethesda Softworks,2017,5,5,450000,210000,200000,N/A,40000,0,1,1,1,"General, Action, Shooter, First-Person, Arcade",N/A,84,79,90,80,N/A,80,82.5,80,60,90,80,N/A,#VALUE!,"Prey is a first-person shooter video game developed by Arkane Studios and published by Bethesda Softworks.The player controls Morgan Yu while exploring the space station Talos I, in orbit around Earth–Moon L2, where they were part of a scientific team researching the Typhon, a hostile alien force composed of many forms with both physical and psychic powers, such as shapeshifting into a clone of any inanimate object. As the Typhon escape confinement, the player uses a variety of weapons and abilities derived from the Typhon to avoid being killed while looking to escape the station. The player gains access to areas of the station by acquiring key items and abilities, eventually allowing the player to explore the station in an open world setting. The game combines elements of role-playing video games, stealth games, immersive sims and Metroidvanias in its design."
